split,method,tag,lr,eff_b,mb,ga,alpha,beta,delta,gamma,epoch,checkpoint,checkpoint_step,FQ,MU,EM,ES,F-TR,Ra-TR,R-TR,Rw-TR,score,summary_path,eval_path
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-25,25,4.346199600129006e-25,0.6074749871128725,0.99055817425251,0.8926901628975282,0.5123104021758477,0.5757026088863383,0.46344612790281003,0.5341471230407294,-0.3341491814621466,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-25/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-50,50,2.0508859434374988e-24,0.624270467109169,0.9776702865958213,0.726284646760663,0.5236043045600438,0.6155512174322076,0.45329668398357514,0.5452994494619064,-0.22770699956907314,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-50/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-75,75,1.6623182901932567e-21,0.6233181933682201,0.9589368855953216,0.560899934077593,0.529084837903205,0.6082588723660729,0.456602788795138,0.5478626455305866,-0.13660021646823717,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-75/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-75/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-100,100,1.3990395281788573e-20,0.6209615647180871,0.9421979795396328,0.45165737793666744,0.5349631260338947,0.6077813415832695,0.45906391399264507,0.5450607606192744,-0.07596611402006306,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-100/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-100/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-125,125,6.916893189690245e-21,0.6291788291920623,0.9271899935603142,0.35881259293732626,0.5347037773828105,0.6250343691651833,0.4631247471618836,0.5554950673011396,-0.013822464056757966,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-125/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-125/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-150,150,6.916893189690245e-21,0.6281100159184569,0.9215165904164314,0.32599369958947455,0.5331196530065511,0.6212142391064621,0.4669757600691771,0.5500244688233754,0.004354870915503961,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-150/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-150/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-175,175,5.627715395305929e-20,0.630912272093772,0.9147554714977741,0.3037278908511524,0.533036631485595,0.6252731926183621,0.46708927284352136,0.5532222080068957,0.021670590919308702,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-175/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-175/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-200,200,2.213522258546535e-19,0.6294514875053132,0.9106146645545959,0.2842563245204966,0.5323428733063509,0.6206224099470323,0.4676428136121254,0.5494565021528964,0.03201599296776694,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-200/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-200/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-225,225,1.11924339764853e-19,0.6302406243672384,0.9100111766159534,0.28165706703417187,0.53288871460408,0.6200437603306524,0.4678291427924271,0.5501709706532317,0.034406502542175726,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-225/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-225/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,0,0.125,10,checkpoint-250,250,2.213522258546535e-19,0.6300866080118437,0.9094512043893337,0.27760813383736976,0.5323868735459478,0.6200926570239755,0.46786332377995576,0.5509317007254786,0.03655693889849196,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-250/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-250/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-25,25,9.46850627170962e-25,0.6092016058569434,0.9867293825745582,0.8370302150885399,0.5142544384161577,0.5800096118647763,0.46350213242733074,0.5369628496290725,-0.3026781929746057,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-25/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-50,50,1.11924339764853e-19,0.6246673381918184,0.9526989452540875,0.5276598692553311,0.5370491708547273,0.6152714298052504,0.44797415499068793,0.5462420303790215,-0.11551206906289091,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-50/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-75,75,1.1781277220965948e-17,0.6329319904518123,0.9103974021971226,0.3030578695203385,0.5446820653433995,0.6291008708393483,0.461147134559042,0.560305694365721,0.026204354593081708,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-75/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-75/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-100,100,4.2392996435511593e-17,0.6359473384230728,0.8875264257192612,0.24375109176663,0.5460120260942436,0.6344945087992153,0.467713009689179,0.5572495847662691,0.07030857968012721,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-100/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-100/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-125,125,2.241003819205479e-17,0.640490001913173,0.868000823110342,0.20764200489101037,0.5412685173630886,0.642295580050708,0.47005673880351795,0.5616960410135086,0.10266858791249678,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-125/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-125/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-150,150,4.2392996435511593e-17,0.6373434987401203,0.866885823905468,0.2013638577512933,0.54091308945377,0.6315461896791288,0.47009881339577175,0.5571183227365385,0.10321865791173966,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-150/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-150/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-175,175,7.975373070421785e-17,0.6394706359021578,0.8629220914840698,0.19425766343548434,0.539384228202254,0.6366506888903385,0.4696839745968798,0.5584447689060044,0.11088075844238082,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-175/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-175/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-200,200,7.975373070421785e-17,0.6398074117221642,0.8566096426546573,0.18240722191699324,0.5387406910563292,0.6389707159400002,0.46992213317524817,0.5612118566470645,0.12029897943633898,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-200/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-200/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-225,225,4.2392996435511593e-17,0.6380865052409164,0.8550229030847549,0.17740751573095617,0.5385748173097192,0.6365843824909887,0.47014308222493656,0.5583010901985992,0.12187129583306082,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-225/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-225/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,0,0.25,10,checkpoint-250,250,7.975373070421785e-17,0.637979193808308,0.8543173517286777,0.1763253083294355,0.539018548515228,0.6373741058766116,0.469702919975332,0.5583985866894555,0.12265786377925153,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-250/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-250/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-25,25,2.0508859434374988e-24,0.6091182973342982,0.9869870391488075,0.8409570438627938,0.5135393747545778,0.57972952966758,0.4640427551935467,0.5358458869876636,-0.3048537441715024,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-25/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-50,50,1.11924339764853e-19,0.6316180398472608,0.9393144606053829,0.46283570555043324,0.5381016165136266,0.640741565835957,0.45305517807780954,0.5488898228087883,-0.06945704323064725,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-50/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-75,75,3.1252666340221845e-13,0.6380259633223212,0.8638963431119919,0.2196310198197734,0.5466955000128841,0.6488464113049691,0.46546125830235524,0.5618156452117125,0.09626228185675106,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-75/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-75/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-100,100,5.418551024174982e-13,0.6444181193324571,0.7957009235024453,0.14001804972923046,0.5499758789037007,0.6410889529362133,0.47535703598657975,0.5707840870441921,0.1765586327171611,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-100/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-100/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-125,125,4.360395687512671e-09,0.6477756756743412,0.7393466801196337,0.09160580374247392,0.5580647939629603,0.653189029669109,0.4756102028501647,0.5695075325669544,0.23229943810368317,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-125/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-125/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-150,150,1.0655053900451827e-08,0.6441496291360905,0.7441237369179725,0.09097455153850449,0.5583227771969022,0.6484716086855109,0.47465443937809654,0.5608748355301388,0.22660049556290598,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-150/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-150/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-175,175,2.7675164465641644e-09,0.6458559610499651,0.7413544209301471,0.0865693948911678,0.5536273334982548,0.6509002357876418,0.4735353252731099,0.5636995699765608,0.2318940559068241,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-175/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-175/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-200,200,2.7675164465641644e-09,0.6450872026323983,0.7414136339724063,0.08845906380820562,0.5555439346464938,0.6515548821387226,0.4727676025978168,0.561022134659412,0.23015085650960873,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-200/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-200/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-225,225,6.85594912218188e-10,0.6456525946311068,0.7389144885540009,0.08807092882103294,0.5562661039216099,0.6518501396604389,0.47259136478154573,0.5622822100185937,0.2321598866291848,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-225/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-225/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,2e-5,16,8,2,1.0,3.5,1,0.125,10,checkpoint-250,250,1.7473118094396964e-09,0.6453016172232728,0.7383901625871658,0.08766315763449821,0.5546947258984773,0.6513136888510036,0.47231259403326237,0.560989418677021,0.23227495885975266,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-250/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-250/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,1,0.25,10,checkpoint-25,25,4.416671697087842e-24,0.6140017858688686,0.9811552321910858,0.7872474876419807,0.517592916400905,0.5896529228730736,0.4634082571883074,0.5411190825000236,-0.2701995740476647,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-25/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-25/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,1,0.25,10,checkpoint-50,50,1.4921665744660114e-16,0.6063616649389756,0.8833783628046512,0.27633962451861793,0.5455247343960495,0.616956302335138,0.4546746563700492,0.5343005515832814,0.026502671277341128,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-50/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-50/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,1,0.25,10,checkpoint-75,75,1.0229984068189572e-13,0.6258124390279018,0.7810744079947471,0.1274364747809646,0.545991291346186,0.6188796239023917,0.47777917939956643,0.5575280058036781,0.17155699764014823,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-75/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-75/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,1,0.25,10,checkpoint-100,100,6.027592497096867e-11,0.6427722923952459,0.7524541999399662,0.09606343301266844,0.5523371507728234,0.6306539668358604,0.4847311191058371,0.5716790870459424,0.21851347597920448,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-100/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-100/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,1,0.25,10,checkpoint-125,125,1.0973970510505411e-09,0.6468545359955955,0.7333052551746368,0.09034085647320494,0.5558089416221136,0.6466637216222647,0.4815412546355377,0.5741702724972074,0.23503148126907167,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-125/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-125/evals/TOFU_EVAL.json
forget10,SimNPO,lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,2e-5,16,8,2,1.0,3.5,1,0.25,10,checkpoint-150,150,1.652551353350331e-08,0.6412396374579663,0.7331115987896919,0.08761380070819799,0.5583048544300125,0.6405817621812483,0.4774984316429518,0.5672422655928628,0.23087695423453486,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-150/evals/TOFU_SUMMARY.json,saves/unlearn/tofu/forget10/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-150/evals/TOFU_EVAL.json
