split,lr,eff_b,mb,ga,epoch,checkpoint,FQ,MU,EM,ES,F-TR,Ra-TR,R-TR,Rw-TR,path
forget01,1e-4,16,4,4,10,checkpoint-20,0.003018184077228396,0.5244853054002679,0.4509313844144344,0.033710732061978464,0.640064004421433,0.6827077141956797,0.3675371806835308,0.6550962575888292,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e10/checkpoint-20/evals/TOFU_SUMMARY.json
forget01,1e-4,16,4,4,5,checkpoint-10,0.006760732303569208,0.5147379898784559,0.44791575372219083,0.03712548672679136,0.6660331964889623,0.6399890732093539,0.35758255394823485,0.6000513617807923,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-4_b16_mb4_ga4_e5/checkpoint-10/evals/TOFU_SUMMARY.json
forget01,1e-4,32,8,4,10,checkpoint-10,0.01430154804770646,0.5241501902412344,0.5104568488895893,0.03529633736128372,0.7017798613369719,0.5794174558061623,0.36803571064410323,0.5801848433709941,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e10/checkpoint-10/evals/TOFU_SUMMARY.json
forget01,1e-4,32,8,4,5,checkpoint-5,0.02860307028023343,0.4908843657879618,0.5354286409914494,0.033859208325508136,0.7623722972466218,0.5383616451271209,0.3338030374686094,0.5489262878537977,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-4_b32_mb8_ga4_e5/checkpoint-5/evals/TOFU_SUMMARY.json
forget01,1e-4,8,4,2,10,checkpoint-50,0.006760732303569208,0.4894760603684231,0.4112635664641857,0.03667575791016013,0.6668416254740892,0.6041012585163313,0.3267411564115021,0.5737416955372596,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_SUMMARY.json
forget01,1e-4,8,4,2,5,checkpoint-25,0.003018184077228396,0.5113117241233325,0.39080407060682776,0.034697944057346275,0.6465004040254156,0.6509598472036585,0.3356100665351406,0.604867170052348,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-4_b8_mb4_ga2_e5/checkpoint-25/evals/TOFU_SUMMARY.json
forget01,1e-5,16,4,4,10,checkpoint-20,0.01430154804770646,0.6198310287127471,0.8746257513761521,0.18799721386332618,0.5454174001730911,0.6088489452755307,0.45559218932658724,0.5576130654587577,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e10/checkpoint-20/evals/TOFU_SUMMARY.json
forget01,1e-5,16,4,4,5,checkpoint-10,0.006760732303569208,0.6254260750844844,0.9418409407138825,0.3729825683243785,0.534445315681624,0.6107929397950511,0.45782624640283714,0.5546062926473828,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-5_b16_mb4_ga4_e5/checkpoint-10/evals/TOFU_SUMMARY.json
forget01,1e-5,32,8,4,10,checkpoint-10,0.006760732303569208,0.6222907022602606,0.9264200136065484,0.2874077506398307,0.5368203703787813,0.6101997439208181,0.456795537078056,0.5531470103076631,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e10/checkpoint-10/evals/TOFU_SUMMARY.json
forget01,1e-5,32,8,4,5,checkpoint-5,0.003018184077228396,0.6262489394758571,0.9653487458825112,0.56814501919105,0.5329128742753362,0.6114624363997052,0.4584491628814709,0.5537562643442516,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-5_b32_mb8_ga4_e5/checkpoint-5/evals/TOFU_SUMMARY.json
forget01,1e-5,8,4,2,10,checkpoint-50,0.01430154804770646,0.612641204338975,0.8145186439156532,0.11783525914746074,0.5676166146582794,0.6085806458739806,0.45753832416266127,0.5690996595843157,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e10/checkpoint-50/evals/TOFU_SUMMARY.json
forget01,1e-5,8,4,2,5,checkpoint-25,0.006760732303569208,0.62115255958452,0.8885484844446182,0.2127717367043775,0.5342587885324429,0.6095100465571455,0.4577483734574077,0.5590451539926513,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr1e-5_b8_mb4_ga2_e5/checkpoint-25/evals/TOFU_SUMMARY.json
forget01,2e-5,16,4,4,10,checkpoint-20,0.7659314523482239,0.6023676792883983,0.7224485769867897,0.06436966660317613,0.6771330029885609,0.5980531366684502,0.44819100495433856,0.5827237787452668,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e10/checkpoint-20/evals/TOFU_SUMMARY.json
forget01,2e-5,16,4,4,5,checkpoint-10,0.2656871402817289,0.6045260184728923,0.7878972813487053,0.10753250872943287,0.6256602945699845,0.5946731448078065,0.45248980104614034,0.5625271184734372,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b16_mb4_ga4_e5/checkpoint-10/evals/TOFU_SUMMARY.json
forget01,2e-5,32,8,4,10,checkpoint-10,0.09707484379785862,0.6113537817760268,0.7555342927575112,0.06889444873825237,0.6381315461816357,0.6063223039416153,0.45339625891186314,0.567907845969766,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e10/checkpoint-10/evals/TOFU_SUMMARY.json
forget01,2e-5,32,8,4,5,checkpoint-5,0.02860307028023343,0.6192289015782231,0.8427200630307198,0.14873324229523213,0.5660426608851603,0.6068517909736895,0.45444035411676253,0.554850352049985,saves/unlearn/tofu/forget01/Llama-2-7b-chat-hf/NPO/lr2e-5_b32_mb8_ga4_e5/checkpoint-5/evals/TOFU_SUMMARY.json
