rank,run,checkpoint,step,exact_memorization,extraction_strength,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_quality,forget_truth_ratio,model_utility,privleak,checkpoint_path,summary_path,composite_score
1,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-78,78,0.6408950553834438,0.0735124767662814,0.0308027600808964,0.2622001762606453,0.9238374197330624,0.6421945995734268,0.5987347224972661,52.6938492288124,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-78/evals/TOFU_SUMMARY.json,0.8207047840092061
2,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-120,120,0.6464679878950119,0.0757223468704049,0.030274301781319,0.2587011428487353,0.9646522162314058,0.6466007564153716,0.5952366388499826,53.17943578646839,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-120/evals/TOFU_SUMMARY.json,0.818664534923526
3,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-91,91,0.6462008009850979,0.0761131271767088,0.0310060417701606,0.2618051335281929,0.9646522162314058,0.6468922685990748,0.5950372966402238,53.04455063156396,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-91/evals/TOFU_SUMMARY.json,0.8173845763895392
4,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-117,117,0.6465165910124778,0.0759150301783466,0.0302949681281825,0.2606320938498762,0.9646522162314058,0.6466441870855851,0.5947020134477402,53.1755819248997,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-117/evals/TOFU_SUMMARY.json,0.8162946687336587
5,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-104,104,0.647663907557726,0.0759624059830282,0.0306243595167325,0.2612855782412284,0.9646522162314058,0.6466007418015498,0.5944796311553742,53.106212416663126,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-104/evals/TOFU_SUMMARY.json,0.8150359771961029
6,lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-14,14,0.700886266976595,0.0858328865449127,0.098352048714878,0.2907985151863656,0.9646522162314058,0.6739618247883763,0.5971676469722682,25.470171107527328,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-14,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-14/evals/TOFU_SUMMARY.json,0.8001160629445416
7,lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-14,14,0.6935638669133186,0.0825989166682868,0.0865133649681229,0.2852186613608456,0.9877895282790692,0.6717674148786729,0.5929417721457232,28.64189917856606,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-14,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-14/evals/TOFU_SUMMARY.json,0.7951155265330454
8,lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-42,42,0.692540020942688,0.0767721879673374,0.0742657550226431,0.2956681712403282,0.9646522162314058,0.6690229567604093,0.5926478848980055,42.07260674547978,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-42,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-42/evals/TOFU_SUMMARY.json,0.7877032376163564
9,lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-56,56,0.6891461712121963,0.0772342145720551,0.0695569378780783,0.2981042994695325,0.8655265369450457,0.665742750031358,0.597506130531907,44.02651456080984,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-56,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-56/evals/TOFU_SUMMARY.json,0.7771344681800706
10,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-65,65,0.6487563624978065,0.0743267571917088,0.0366133213500143,0.2517247117567494,0.8655265369450457,0.6428851640711817,0.5914470555681323,51.92307691507273,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-65/evals/TOFU_SUMMARY.json,0.773982743888976
11,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-91,91,0.6676576873660087,0.0784227731369768,0.0408436680900194,0.28310207874401,0.9238374197330624,0.6360720808974036,0.5888109676818677,50.870972706818094,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-91/evals/TOFU_SUMMARY.json,0.7716265035174323
12,lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-49,49,0.6906452307105064,0.0775544760099636,0.0702478138951119,0.2979367758947114,0.8655265369450457,0.6670340188101775,0.596091597148815,43.660397711783496,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-49,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-49/evals/TOFU_SUMMARY.json,0.7712651659368321
13,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-104,104,0.6702897138893604,0.080094303428071,0.0413577107479795,0.2895383446210302,0.9238374197330624,0.6355154028550365,0.5877866300556321,50.77077230603193,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-104/evals/TOFU_SUMMARY.json,0.7658830944102829
14,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-52,52,0.6539660139381885,0.0753305155923799,0.0378903765350332,0.273069800665072,0.9646522162314058,0.6436329715068552,0.5803213217535877,51.56852165075249,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-52/evals/TOFU_SUMMARY.json,0.7568011145517896
15,lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-60,60,0.6888827231526374,0.0779572537877413,0.069531371537887,0.2992697460090703,0.7933622419382523,0.6649812047626369,0.5977291470879778,44.01109911453504,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-60,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-60/evals/TOFU_SUMMARY.json,0.7558805185146127
16,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-78,78,0.6656471940875054,0.0751010605816909,0.0403992392268264,0.2804101870999821,0.8655265369450457,0.6366906164313831,0.5886159753638515,50.11176197778451,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-78/evals/TOFU_SUMMARY.json,0.7544835123180638
17,lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-35,35,0.6992966803908348,0.0820882922707584,0.0886212208558572,0.3088947520603601,0.9646522162314058,0.6771615379420516,0.5845752531711291,38.25342993089973,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-35,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-35/evals/TOFU_SUMMARY.json,0.7510251849552647
18,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-117,117,0.6691893316805363,0.0798487317694559,0.0409060469165342,0.2918149622493498,0.8655265369450457,0.6366128418096868,0.5883090040184652,50.87868042995549,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-117/evals/TOFU_SUMMARY.json,0.7501837045005468
19,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-120,120,0.6692860026657581,0.0798487317694559,0.040934562370312,0.2916952251304048,0.8655265369450457,0.6360184143404882,0.5879567136155304,50.88253429152417,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-120/evals/TOFU_SUMMARY.json,0.7488232749618191
20,lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-117,117,0.6260492163151503,0.0693022194585119,0.0562005697210889,0.2635445319999049,0.9238374197330624,0.6452193434691011,0.5742200823566671,49.984584546017466,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-117/evals/TOFU_SUMMARY.json,0.7276900221404485
21,lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-42,42,0.6855017940700054,0.0776889737068394,0.0864048089506104,0.2982633698222998,0.7125821300149116,0.6508701952566273,0.594980138775647,37.64066594147668,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-42,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-42/evals/TOFU_SUMMARY.json,0.7199583852317184
22,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-39,39,0.6486185956001281,0.0717033386807273,0.0390114112634182,0.2690168138222709,0.9238374197330624,0.6400598530565373,0.5721264480936055,49.69169106679639,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-39/evals/TOFU_SUMMARY.json,0.7151173615676435
23,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-26,26,0.6501936112344265,0.0766074809592162,0.055975372183384,0.2809845656567682,0.7933622419382523,0.6467761245103145,0.583008451721987,44.64313241180157,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-26/evals/TOFU_SUMMARY.json,0.7127309141967871
24,lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-35,35,0.6886159969866276,0.0767239719737306,0.0944544187525752,0.3093056341530432,0.7933622419382523,0.6556370877289421,0.5874997845363716,35.7638353575206,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-35,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-35/evals/TOFU_SUMMARY.json,0.7126996254385791
25,lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-120,120,0.6258414006978273,0.0692252740462007,0.0562051053260739,0.2632515576782693,0.8655265369450457,0.6461136759128985,0.5746557015203924,49.984584546017466,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-120/evals/TOFU_SUMMARY.json,0.7117526812513204
26,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-39,39,0.6362736093997955,0.0746382618033265,0.0321013263879285,0.2608160290524315,0.8655265369450457,0.6359073716144377,0.5736089146500002,51.35270540290537,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-39/evals/TOFU_SUMMARY.json,0.7075690520737985
27,lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-104,104,0.6254389684647321,0.0685936602895869,0.0565853320029077,0.2578966612629254,0.7933622419382523,0.6451303736095197,0.5737970442743975,49.818868498563454,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-104/evals/TOFU_SUMMARY.json,0.6874495349030149
28,lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-91,91,0.6230886483192444,0.068287232766887,0.0580663147580867,0.2547243995659076,0.7125821300149116,0.6448994224402333,0.5772409831836176,49.6878372052277,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-91/evals/TOFU_SUMMARY.json,0.6770250772272608
29,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-52,52,0.6640320640802383,0.0755870018958031,0.0472121303610038,0.2844299803222417,0.7933622419382523,0.6397900880559446,0.5720787431318284,49.64929858954071,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-52/evals/TOFU_SUMMARY.json,0.6680996335157477
30,lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-28,28,0.6955232368409634,0.0798924470494991,0.0944545205635949,0.3026245228218847,0.7125821300149116,0.6746364768228207,0.5821977448444966,33.775242788072255,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-28,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-28/evals/TOFU_SUMMARY.json,0.6667828673031878
31,lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-56,56,0.6829000717401504,0.0758869959694531,0.0813126657181419,0.2986501408348815,0.4662863907356359,0.6446578051902385,0.5997159254071318,38.95097887483413,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-56,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-56/evals/TOFU_SUMMARY.json,0.6646518167712288
32,lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-49,49,0.6834451881051063,0.0759894142808266,0.0826064120797673,0.2920513517475927,0.4662863907356359,0.6446574835588234,0.5995384142338764,38.5154925175712,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-49,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-49/evals/TOFU_SUMMARY.json,0.6646513157795352
33,lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-60,60,0.6830566489696502,0.0758869959694531,0.0812973742763279,0.2970347545985579,0.4662863907356359,0.6434332437923109,0.5993363384050694,38.96639432110892,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-60,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-60/evals/TOFU_SUMMARY.json,0.6633948199489184
34,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-104,104,0.6397052818536758,0.0815632993603789,0.0523068406138081,0.2540066048070857,0.2704743832803917,0.6230092798685536,0.6062566632780633,47.83412979068379,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-104/evals/TOFU_SUMMARY.json,0.6493277147964127
35,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-120,120,0.640697681158781,0.0817746964192024,0.0517567269574845,0.2571441985230437,0.2704743832803917,0.6229315562047101,0.6063302952030629,47.98057653029433,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-120/evals/TOFU_SUMMARY.json,0.6489545028086818
36,lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-14,14,0.6359007209539413,0.0714402013174718,0.0794715113315032,0.2560502461278849,0.7125821300149116,0.7043077263303742,0.5704361690926814,38.47695390188422,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-14,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr6e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-14/evals/TOFU_SUMMARY.json,0.64503141275903
37,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-91,91,0.6384380228817463,0.0804558781520503,0.0528231191612282,0.2521168430105158,0.220541217580421,0.6222535935378436,0.607710337042297,47.88808385264558,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-91/evals/TOFU_SUMMARY.json,0.6403933589138511
38,lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-117,117,0.640324892103672,0.0812555342088638,0.0517506530834186,0.2557067795037247,0.220541217580421,0.6230561837047679,0.606676426590086,48.02296900755002,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-117/evals/TOFU_SUMMARY.json,0.6354781904845123
39,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-117,117,0.6768501515313983,0.0842915058030315,0.067218621862703,0.3004210159023278,0.3935274335772095,0.6535869870885346,0.5965016124981509,40.54262370270653,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-117/evals/TOFU_SUMMARY.json,0.6318670346968942
40,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10,checkpoint-65,65,0.6669287377595902,0.076289116118397,0.0471096901167766,0.2722014421934356,0.5452713464323318,0.6404474165976702,0.581593070038459,49.48743640365538,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.25_e10/checkpoint-65/evals/TOFU_SUMMARY.json,0.6302941218220103
41,lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10,checkpoint-78,78,0.6715310825034976,0.0818623843702278,0.0654109377156419,0.294363119789337,0.3935274335772095,0.6526255668817305,0.5947271391883432,40.180360715248895,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b16_mb8_ga2_a1.0_beta4.5_delta1_gamma0.125_e10/checkpoint-78/evals/TOFU_SUMMARY.json,0.6276743380085216
42,lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-21,21,0.6786951486766338,0.0766004797396392,0.0519887220850068,0.2748334126533992,0.3935274335772095,0.6788288369962998,0.5933577876729863,47.42562046440178,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-21,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-21/evals/TOFU_SUMMARY.json,0.6256592035290476
