run,checkpoint,step,exact_memorization,extraction_strength,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_quality,forget_truth_ratio,model_utility,privleak,checkpoint_path,summary_path
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-13,13,0.9887543913722038,0.8638818647193273,0.9498321042954921,0.878362803968001,2.5656301025789152e-14,0.5033166016997042,0.6224902659233336,-99.94989978419147,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-26,26,0.9746179735660553,0.7009763369385871,0.8870268020033837,0.8071007668634022,1.108718722900174e-14,0.5151142923197682,0.6211716218495918,-99.71866809006958,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-39,39,0.9586560538411141,0.5742663054634505,0.7851838950812816,0.7076600093861647,3.0799540915748314e-12,0.5233667812765495,0.6210812484532983,-98.82457220613155,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-52,52,0.9488579514622688,0.49693643119939823,0.7126007787138223,0.6749933844871265,2.8873674273022313e-11,0.527551495550095,0.6136829070787375,-97.75705255160211,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-65,65,0.9410312855243683,0.43916574784269147,0.6570096322149038,0.641517006565572,1.3850840057169374e-11,0.5301503297522245,0.6126196217525982,-96.84754122138929,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-78,78,0.9320918881893158,0.38587308144140026,0.5885554374754429,0.6198479789541219,2.44374577116149e-10,0.5306031194499818,0.6086288130859511,-95.59503621156233,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-91,91,0.9279705372452736,0.36940047555581446,0.5554404414445162,0.6099581245376531,4.869254633582969e-10,0.5325925064979488,0.6078939505767045,-94.68552488134954,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-104,104,0.926406717300415,0.3619147164672327,0.5416261681169271,0.6063954266534008,2.44374577116149e-10,0.5318610582334344,0.6081524894403347,-94.34638506330408,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-117,117,0.9253093680739403,0.3595582852460957,0.5388041590899229,0.6080446442068397,4.869254633582969e-10,0.5318875244035989,0.6078478549997779,-94.28857713977362,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10,checkpoint-120,120,0.925603152513504,0.35928050746831786,0.5382025220990181,0.607640927839161,2.44374577116149e-10,0.5316738763092276,0.6072795863814464,-94.29628486291102,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.125_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-13,13,0.9843823555111885,0.8297414589116633,0.9286418198049069,0.843406814903966,1.108718722900174e-14,0.5048755545083313,0.625335705407766,-99.84199166026791,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-26,26,0.9537176391482354,0.5446079694899788,0.7727016130834818,0.6870920898154447,1.4275699621532978e-12,0.518796634508319,0.6162803381349437,-98.33513178690686,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-39,39,0.9184374299645424,0.3523129089279361,0.5651711858436466,0.5679920730097234,6.865581733487208e-09,0.5396737301343216,0.6188683261060778,-92.98211806798487,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-52,52,0.9030571636557579,0.286631028399604,0.46404285717755556,0.5394786102821613,1.2940880677508261e-08,0.5502155951683004,0.6174549246946895,-88.253429923192,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-65,65,0.8938737761974335,0.25524551633724557,0.3870295483991504,0.5309610773954723,4.448673570292354e-08,0.5513824642559658,0.6174068680556555,-83.4206875160443,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-78,78,0.8845536664128304,0.23511347405187347,0.3374640547856689,0.5091575799215713,4.448673570292354e-08,0.5546294333006194,0.6137603887390819,-80.15261290578812,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-91,91,0.8816853109002113,0.22665446222829835,0.32169538974761963,0.509769188518987,4.448673570292354e-08,0.5551284508287024,0.612749986682176,-79.00416215831599,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-104,104,0.8799031677842141,0.22087365267753978,0.313887358084321,0.5023963020483628,2.4125498977354686e-08,0.5552781462269011,0.6137516689675476,-78.33359024536249,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-117,117,0.8798562824726105,0.22087365267753978,0.3120271227136254,0.5035777901625633,4.448673570292354e-08,0.5560609679854926,0.6132362503657408,-78.18328964418323,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-120,120,0.88037606716156,0.22125826806215518,0.31198958348482847,0.49902808253423186,2.4125498977354686e-08,0.5564776393997167,0.6130898618678557,-78.17558192104585,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-13,13,0.9840715861320496,0.8199295949387765,0.9274497643113137,0.838181911809596,2.5656301025789152e-14,0.5052287461171991,0.6262547079785099,-99.83813779869922,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-26,26,0.9443335786461831,0.4964021972521209,0.7160824543610215,0.6548431055129066,3.0799540915748314e-12,0.5209390703648205,0.6146651779823094,-96.21936178569149,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-39,39,0.8900429046154023,0.2900421886841207,0.41999222211539744,0.5027086037124097,1.4639479233432268e-07,0.5410197259992809,0.6133015451480435,-79.30861722224316,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-52,52,0.8693738806247712,0.21844296683500442,0.2901467098807916,0.4982946428986612,4.6128382074998843e-07,0.5546737755449302,0.6170197976622344,-61.973947886238015,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-65,65,0.8487443155050278,0.18032332142188554,0.19452610324136912,0.44797124229176793,1.3921047931216453e-06,0.5586585002109404,0.6168075687970441,-41.17851086154178,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-78,78,0.8389854469895363,0.16901609435029386,0.15306140795350076,0.4315475237317895,4.6128382074998843e-07,0.5642339610781403,0.6151414773198542,-30.191151529182815,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-91,91,0.836598109304905,0.16108920278604913,0.13881607160903514,0.42243714144629463,4.024806511439489e-06,0.5650603386430142,0.6174746167025883,-25.42392476870295,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-104,104,0.8350155603885651,0.1616129636792953,0.13035275102593005,0.42295940594066195,2.3797467071606504e-06,0.5643032975421788,0.6177770026742369,-23.169415751014423,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-117,117,0.8346886160969734,0.16105917269568878,0.1284875994408503,0.4205663333902403,1.1150402145378719e-05,0.5652763018423328,0.61820157280265,-22.43718205296175,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-120,120,0.8337565666437149,0.1620817136792953,0.12852834192104637,0.4214484035222777,4.024806511439489e-06,0.5646656067501631,0.6175412072127199,-22.502697699629607,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-13,13,0.9782879975438118,0.7600136866988767,0.8995347367227078,0.7994712822080752,1.3261055712130201e-13,0.5085247687507335,0.6278529593925918,-99.71866809006956,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-26,26,0.8790985652804375,0.27086774746013986,0.43196715220808984,0.46448161859029624,3.602472544567432e-09,0.5345353348632039,0.5963683739844928,-85.86788961216774,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-39,39,0.8451132968068122,0.19532690422447616,0.23101691741496325,0.42517948515151943,1.4639479233432268e-07,0.559550537769208,0.6186788819892363,-59.0141822014777,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-39/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-52,52,0.8211475974321365,0.1518368697901638,0.13212429975159468,0.38642646089119753,1.1150402145378719e-05,0.5809726113700868,0.6301033842107367,-25.859411125965874,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-52,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-52/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-65,65,0.8100669223070145,0.1426564505634094,0.09699471962405369,0.370327490167421,6.734842895808746e-06,0.5768480907987167,0.6303174978867827,-1.3295822412009437,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-65,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-65/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-78,78,0.8070088770985603,0.13540585864755714,0.08634059067582711,0.3667496075884737,6.734842895808746e-06,0.5763431608547702,0.631635474061048,7.056420532286646,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-78,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-78/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-91,91,0.8072728630900383,0.1351086003502988,0.08418711677426473,0.3679430451904554,1.8266119303942767e-05,0.5777273158084454,0.6325871929926924,9.646215506451936,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-91,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-91/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-104,104,0.8060030061006546,0.13384333783503632,0.08144258460728451,0.3677523654853522,4.7487878961137165e-05,0.5759552461049178,0.6328520639064211,11.345768458247898,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-104,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-104/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-117,117,0.8057420971989632,0.1337540521207506,0.08127047914778814,0.36670207269932675,2.9607827368482373e-05,0.5756720999270736,0.6321865890933805,11.542315398251517,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-117,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-117/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-120,120,0.8061612614989281,0.1331056329170035,0.08120559389237314,0.36807281751734694,4.7487878961137165e-05,0.5761595596920998,0.6315470534456465,11.746570061392532,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-120,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-120/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-13,13,0.9891597858071327,0.8695133283018278,0.9504037654399872,0.8799727641004017,2.5656301025789152e-14,0.5031815357214388,0.6222537958965622,-99.94604592262276,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-13,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-13/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-26,26,0.9753485929965973,0.7056314242818165,0.8899564731121063,0.8143744110684946,1.108718722900174e-14,0.5149608302970655,0.6205258602155419,-99.76106056732525,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-26,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-26/evals/TOFU_SUMMARY.json
lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-39,39,0.9598381468653678,0.5811985188003026,0.7970739534497261,0.7145303139134129,6.540866008411473e-13,0.5218677811383785,0.6205211856485923,-99.06736548495955,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-39,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr2e-5_b16_mb8_ga2_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-39/evals/TOFU_SUMMARY.json
