run,checkpoint,step,exact_memorization,extraction_strength,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_quality,forget_truth_ratio,model_utility,privleak,checkpoint_path,summary_path
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-21,21,0.8130791878700256,0.15421232472718407,0.3479935518652201,0.4029921262307478,2.9607827368482373e-05,0.6025993748206264,0.5870954154205067,-71.93618004132325,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-21,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-21/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-28,28,0.8083046168088913,0.14611829748449212,0.3121658008918166,0.3868672282514812,0.0001183661896190048,0.613819741302077,0.5889611789265581,-65.19577615766985,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-28,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-28/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-35,35,0.7973157772421837,0.13295965649648261,0.2800979397818446,0.38133539991668514,0.0001183661896190048,0.6208773045795618,0.5974556491044232,-58.74441189166881,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-35,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-35/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-42,42,0.7940373879671097,0.13419256138584706,0.2516954462043941,0.38727019201756535,0.0002829222008740643,0.6182284201087384,0.5968373488940801,-54.84815784571477,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-42,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-42/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-49,49,0.7928871405124664,0.13089268583840968,0.243746755477041,0.38614723136528034,0.0004306111484986726,0.6180473038758343,0.599569180608662,-53.1563126170562,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-49,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-49/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-56,56,0.7945124679803848,0.13270351069076713,0.24232890592887998,0.38011341175705304,0.0002829222008740643,0.6188973689906523,0.60113390254337,-52.955911815483915,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-56,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-56/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10,checkpoint-60,60,0.7939055609703064,0.1301933062370695,0.24216437637805938,0.3788551729748738,0.0004306111484986726,0.61798212411029,0.6017921485059562,-52.81717279901079,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-60,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta0_gamma0.25_e10/checkpoint-60/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-7,7,0.917737777531147,0.40396386184407673,0.6822798777371645,0.5178514522885118,1.4275699621532978e-12,0.5178670031061919,0.5944187681657529,-97.46030521081235,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-7,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-7/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-14,14,0.8060724200308322,0.1754028946853186,0.3446287169773132,0.39408531399370544,1.1150402145378719e-05,0.604143154562714,0.595550929034672,-51.040542615840856,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-14,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-14/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-21,21,0.7336441433429718,0.1047248180058195,0.12851229886553484,0.32271057970815603,0.0297148244707607,0.6317358096133298,0.5932341283266765,5.418529365589869,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-21,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-21/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-28,28,0.7225787733495236,0.09831467148552374,0.10037709324205935,0.31279741058045907,0.06801920461119272,0.643605183680408,0.5943384222372113,26.0058578655764,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-28,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-28/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-35,35,0.7128386302292347,0.09481264475136411,0.0840223272412186,0.3056979347855159,0.06801920461119272,0.6435891452326509,0.5999053683173649,36.106829037134744,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-35,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-35/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-42,42,0.7043424780666828,0.08871663632586252,0.07285914658277762,0.3020506860858169,0.03956202584899502,0.6408719453248441,0.6052375766499587,39.45968860190231,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-42,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-42/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-49,49,0.704044862985611,0.08789691390687066,0.07060026102906704,0.30609705259675635,0.03956202584899502,0.641692073192354,0.6078015848941782,40.650531826630086,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-49,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-49/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-56,56,0.7057231837511062,0.08944850120845796,0.07054349604017261,0.30534421280165924,0.03956202584899502,0.641049368528364,0.6100449266055826,40.82010173565281,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-56,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-56/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10,checkpoint-60,60,0.7050809919834137,0.08789691390687066,0.07063911776631357,0.3078860688940079,0.052139087188847716,0.640722305575189,0.6102093113385489,40.796978566240625,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-60,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.125_e10/checkpoint-60/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-7,7,0.8844711133837699,0.29736718061449635,0.5578000828437507,0.4553297903063624,4.869254633582969e-10,0.5418337957801282,0.5984374869010175,-92.71620161974468,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-7,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-7/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-14,14,0.6935638669133186,0.08259891666828686,0.08651336496812291,0.2852186613608456,0.9877895282790693,0.6717674148786729,0.5929417721457232,28.64189917856606,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-14,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-14/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-21,21,0.6786951486766338,0.07660047973963924,0.051988722085006885,0.2748334126533992,0.39352743357720954,0.6788288369962998,0.5933577876729863,47.42562046440178,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-21,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-21/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-28,28,0.6759768424928189,0.07366407011619326,0.04533155655657538,0.2643436461398908,0.220541217580421,0.6729294133076286,0.5906791826230955,49.51055957306758,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-28,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-28/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-35,35,0.6674238774180412,0.06846476990509316,0.04135031408901341,0.27284542902847664,0.11228360286766195,0.6815503485609993,0.6003554537614096,50.369970702887315,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-35,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-35/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-42,42,0.6589220169186593,0.06450839653092245,0.036095712191036,0.2644492581518991,0.06801920461119272,0.6775965283742056,0.6077728355364782,50.878680429955494,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-42,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-42/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-49,49,0.6630933204293251,0.06888206598344809,0.036597525252254855,0.263537347486917,0.03956202584899502,0.6798328691853049,0.612045932449775,50.95190379976076,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-49,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-49/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-56,56,0.6648330837488174,0.06917175501781798,0.037019502008188286,0.26175852206449257,0.052139087188847716,0.6796073065487164,0.6125915984264013,50.921072907211176,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-56,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-56/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10,checkpoint-60,60,0.6647456231713295,0.06941658647050453,0.03694831992132094,0.26033655318743215,0.0297148244707607,0.6791868173089438,0.6130251108329745,50.92492676877987,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-60,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta3.5_delta1_gamma0.25_e10/checkpoint-60/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-7,7,0.9454426565766334,0.543973610085795,0.7899633018672466,0.6111842750968641,6.540866008411473e-13,0.5124201592425836,0.5939587973381962,-99.34484351790583,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-7,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-7/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-14,14,0.9118921333551406,0.3787096626748786,0.7079689778387547,0.5238819768917802,1.2127544312107394e-10,0.5599468113911139,0.5988097147717063,-98.67812546652102,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-14,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-14/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-21,21,0.8773437157273293,0.23727173244964903,0.5985806948691607,0.46796908050274744,1.8694649189611297e-09,0.5674659274787384,0.5960063033643672,-95.47171264136402,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-21,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-21/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-28,28,0.871516110599041,0.23171955860397225,0.5609954190999269,0.4591800201465553,6.865581733487208e-09,0.576504866571712,0.5940344705868934,-94.45814704879635,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-28,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-28/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-35,35,0.8647409421205521,0.20811678402310463,0.5219705460965633,0.4718680177718932,6.865581733487208e-09,0.5764566998955555,0.5944207203436273,-93.57561274956443,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-35,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-35/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-42,42,0.8609327784180641,0.20292403104399198,0.49663108341395856,0.44760469170184264,4.448673570292354e-08,0.5739611981409597,0.6005152969904467,-92.71620161974468,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-42,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-42/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-49,49,0.8585722908377648,0.20005524523483964,0.4851227658987045,0.44440113940491516,2.4125498977354686e-08,0.5751208449821137,0.6055876107165503,-92.0340681220851,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-49,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-49/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-56,56,0.8573481461405754,0.1990483007903952,0.4800799208506942,0.44598543790518846,2.4125498977354686e-08,0.5757682334151281,0.6054219923012766,-91.48296591776122,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-56,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-56/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10,checkpoint-60,60,0.8571482583880424,0.19490124735363587,0.4795553785562515,0.44146389329903263,2.4125498977354686e-08,0.5760400320807515,0.6052845675138234,-91.38661937854374,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-60,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.125_e10/checkpoint-60/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-7,7,0.9221632626652717,0.42214879133660554,0.7010711095482111,0.5354865522473926,6.540866008411473e-13,0.5206993429905714,0.5913306839233671,-97.89964542964395,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-7,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-7/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-14,14,0.8702421933412552,0.2316256776717579,0.5673119926452637,0.45524961195090824,6.865581733487208e-09,0.5868168326167985,0.5960559090357971,-92.72390934288208,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-14,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-14/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-21,21,0.8334377345442772,0.17853879081041046,0.42133236780762673,0.41369717730553374,2.3797467071606504e-06,0.5928498670156113,0.592104412347889,-82.97749343564398,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-21,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-21/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-28,28,0.8295951166749,0.16858804021899246,0.38641070906072855,0.40496804252192165,1.1150402145378719e-05,0.6053709192475312,0.5936419294738412,-79.51672574695287,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-28,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-28/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-35,35,0.8213113820552826,0.15124168058703802,0.3554578884691,0.4076891805426399,4.024806511439489e-06,0.6096611976062094,0.5982297947554898,-76.02127330414348,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-35,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-35/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-42,42,0.8194244602322578,0.1490577601840421,0.33870369317010046,0.414248319620689,4.6128382074998843e-07,0.6091359066213959,0.5987177073310093,-74.51826729235113,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-42,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-42/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-49,49,0.8169055986404419,0.14597180385671296,0.3299846220947802,0.4100622010516364,6.734842895808746e-06,0.6068030573081342,0.6018719774467052,-73.92477261077156,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-49,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-49/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-56,56,0.8176040402054787,0.14655508969360034,0.3268520188331604,0.40710180399957435,6.734842895808746e-06,0.6062920856994648,0.6027132564349184,-73.60875596213833,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-56,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-56/evals/TOFU_SUMMARY.json
lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10,checkpoint-60,60,0.8178615313768387,0.14744550065250445,0.32662651656195524,0.40460543211045574,1.1150402145378719e-05,0.6058730347056328,0.6031410406718452,-73.57792506958873,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-60,saves/unlearn/tofu/forget05/Llama-2-7b-chat-hf/SimNPO/lr5e-5_b32_mb8_ga4_a1.0_beta4.5_delta0_gamma0.25_e10/checkpoint-60/evals/TOFU_SUMMARY.json
