split,model,method_family,trainer,variant,learning_rate,batch_size,gradient_accumulation_steps,effective_batch_size,epochs,alpha,beta,gamma,delta,gain_threshold,warm_up,patience,rebound_delta,reactivation_patience,extraction_strength,forget_knowmem_ROUGE,forget_verbmem_ROUGE,retain_knowmem_ROUGE,privleak,retrain_extraction_strength,retrain_forget_knowmem_ROUGE,retrain_forget_verbmem_ROUGE,retrain_retain_knowmem_ROUGE,retrain_privleak,abs_error_extraction_strength,abs_error_forget_knowmem_ROUGE,abs_error_forget_verbmem_ROUGE,abs_error_retain_knowmem_ROUGE,abs_privleak,train_runtime_seconds,final_epoch,global_step,final_active_samples,final_stopped_samples,cumulative_saved_forget_instances,total_stop_events,total_reactivation_events,run_name,result_dir,summary_path
Books,Llama-2-7b-hf,NPO,NPO,baseline,1e-05,4,8,32,10,1,,,,,,,,,0.6558730158730158,0.393883831207107,0.7316760118612841,0.6168847278200726,-57.729289930153605,0.010714285714285702,0.30288538409350424,0.14445949358649268,0.687377957554428,8.159999998368011,0.6451587301587302,0.09099844711360278,0.5872165182747914,0.07049322973435534,57.729289930153605,9404.8507,9.97841726618705,170,,,,,,lr1e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/NPO/lr1e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/NPO/lr1e-5_b4_ga8_alpha1_e10_nlltrace/eval/MUSE_SUMMARY.json
Books,Llama-2-7b-hf,NPO,NPO,baseline,2e-05,4,8,32,10,1,,,,,,,,,0.40904761904761905,0.43566514419236746,0.5698512398028608,0.6652195202458361,-55.69526626189071,0.010714285714285702,0.30288538409350424,0.14445949358649268,0.687377957554428,8.159999998368011,0.3983333333333334,0.13277976009886322,0.4253917462163681,0.022158437308591905,55.69526626189071,9393.6403,9.97841726618705,170,,,,,,lr2e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/NPO/lr2e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/NPO/lr2e-5_b4_ga8_alpha1_e10_nlltrace/eval/MUSE_SUMMARY.json
Books,Llama-2-7b-hf,NPO,NPO,baseline,5e-05,4,8,32,10,1,,,,,,,,,0.0734920634920635,0.3786578335205831,0.22082307118259992,0.6199273139771592,-57.858727799952156,0.010714285714285702,0.30288538409350424,0.14445949358649268,0.687377957554428,8.159999998368011,0.0627777777777778,0.07577244942707884,0.07636357759610723,0.06745064357726882,57.858727799952156,9298.0193,9.97841726618705,170,,,,,,lr5e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/NPO/lr5e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/NPO/lr5e-5_b4_ga8_alpha1_e10_nlltrace/eval/MUSE_SUMMARY.json
Books,Llama-2-7b-hf,NPO,SampleEarlyStopNPOLossIrreversible,nll_gain_early_stop,5e-05,4,8,32,10,1,,,,0.2,2,1,0.1,2,0.0676984126984127,0.3733453877664898,0.22334297897277608,0.6517279486709827,-57.784763302924425,0.010714285714285702,0.30288538409350424,0.14445949358649268,0.687377957554428,8.159999998368011,0.056984126984127,0.07046000367298555,0.0788834853862834,0.03565000888344527,57.784763302924425,6490.9031,9.97841726618705,170,,,,,,lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.2_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.2_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.2_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked/eval/MUSE_SUMMARY.json
Books,Llama-2-7b-hf,NPO,SampleEarlyStopNPOLossIrreversible,nll_gain_early_stop,5e-05,4,8,32,10,1,,,,0.5,2,1,0.1,2,0.07119047619047619,0.31740459274967386,0.2181947060417048,0.6520534328322052,-57.710798805896665,0.010714285714285702,0.30288538409350424,0.14445949358649268,0.687377957554428,8.159999998368011,0.06047619047619049,0.014519208656169624,0.07373521245521211,0.035324524722222805,57.710798805896665,6480.9056,9.97841726618705,170,,,,,,lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.5_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.5_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.5_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked/eval/MUSE_SUMMARY.json
Books,Llama-2-7b-hf,NPO,SampleEarlyStopNPOLossIrreversible,nll_gain_early_stop,5e-05,4,8,32,10,1,,,,1.0,2,1,0.1,2,0.06658730158730158,0.3612990593378524,0.22027054758195877,0.6672709507325607,-57.211538450959395,0.010714285714285702,0.30288538409350424,0.14445949358649268,0.687377957554428,8.159999998368011,0.05587301587301588,0.05841367524434815,0.07581105399546609,0.02010700682186728,57.211538450959395,7133.3716,9.97841726618705,170,,,,,,lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge1.0_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge1.0_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/Books/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge1.0_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked/eval/MUSE_SUMMARY.json
News,Llama-2-7b-hf,NPO,NPO,baseline,1e-05,4,8,32,10,1,,,,,,,,,0.20753968253968258,0.6423249916005334,0.47868749517619,0.5296315749655736,-99.66414775405873,0.024444444444444432,0.32786613386613384,0.20162741575204354,0.5601729763464824,-4.7199999990560135,0.18309523809523814,0.3144588577343995,0.27706007942414645,0.030541401380908884,99.66414775405873,6537.7507,9.235294117647058,120,,,,,,lr1e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/NPO/lr1e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/NPO/lr1e-5_b4_ga8_alpha1_e10_nlltrace/eval/MUSE_SUMMARY.json
News,Llama-2-7b-hf,NPO,NPO,baseline,2e-05,4,8,32,10,1,,,,,,,,,0.13769841269841268,0.5713932625109096,0.40410248113184877,0.4386328871164281,-89.7145255899004,0.024444444444444432,0.32786613386613384,0.20162741575204354,0.5601729763464824,-4.7199999990560135,0.11325396825396825,0.24352712864477577,0.20247506537980522,0.12154008923005433,89.7145255899004,6532.8685,9.235294117647058,120,,,,,,lr2e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/NPO/lr2e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/NPO/lr2e-5_b4_ga8_alpha1_e10_nlltrace/eval/MUSE_SUMMARY.json
News,Llama-2-7b-hf,NPO,NPO,baseline,5e-05,4,8,32,10,1,,,,,,,,,0.07634920634920635,0.47862832644390046,0.3363214647220428,0.40467449296131497,-66.62468512455399,0.024444444444444432,0.32786613386613384,0.20162741575204354,0.5601729763464824,-4.7199999990560135,0.05190476190476191,0.15076219257776663,0.13469404896999923,0.15549848338516747,66.62468512455399,6535.9657,9.235294117647058,120,,,,,,lr5e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/NPO/lr5e-5_b4_ga8_alpha1_e10_nlltrace,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/NPO/lr5e-5_b4_ga8_alpha1_e10_nlltrace/eval/MUSE_SUMMARY.json
News,Llama-2-7b-hf,NPO,SampleEarlyStopNPOLossIrreversible,nll_gain_early_stop,5e-05,4,8,32,10,1,,,,0.2,2,1,0.1,2,0.09658730158730158,0.4340391701696049,0.3189602249173108,0.41667977553160296,-66.87657429326688,0.024444444444444432,0.32786613386613384,0.20162741575204354,0.5601729763464824,-4.7199999990560135,0.07214285714285715,0.10617303630347108,0.11733280916526725,0.14349320081487948,66.87657429326688,5659.0915,9.235294117647058,120,,,,,,lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.2_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.2_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked,/unlearning/experment_data/checkpoints/muse/News/Llama-2-7b-hf/SampleEarlyStopNPOLossIrreversible/lr5e-5_b4_ga8_alpha1_e10_ies_normnll_gain_ge0.2_warm2_patience1_rebounddelta0.1_rpat2_samplingbaseline_masked/eval/MUSE_SUMMARY.json
