split,extraction_strength,forget_knowmem_ROUGE,forget_verbmem_ROUGE,retain_knowmem_ROUGE,privleak
News,0.024444444444444432,0.32786613386613384,0.20162741575204354,0.5601729763464824,-4.7199999990560135
Books,0.010714285714285702,0.30288538409350424,0.14445949358649268,0.687377957554428,8.159999998368011
