split,model,method,variant,run,lr,batch_size,gradient_accumulation,epochs,beta,delta,gamma,moving_average_window,stop_ratio_threshold,gain_threshold,rebound_ratio_threshold,global_step,final_train_epoch,train_runtime_seconds,forget_quality,model_utility,exact_memorization,extraction_strength,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_truth_ratio,privleak,summary_path
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge1.8_warm2_patience1_rebounddelta0.2_rpat2,1e-5,4,2,10,3.5,1,0.25,,,1.8,0.2,50,10.0,78.4171,0.01430154804770646,0.607199684860517,0.8688361018896102,0.1698630081173143,0.29923095703125,0.453391467557703,0.5353530325944554,-67.0025188781859,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge1.8_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.0_warm2_patience1_rebounddelta0.2_rpat2,1e-5,4,2,10,3.5,1,0.25,,,2.0,0.2,50,10.0,79.2413,0.01430154804770646,0.6075213558808854,0.8691117748618126,0.16618212086879786,0.30421142578125,0.45558067293000465,0.5367985223940274,-69.52141056533573,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.0_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.2_warm2_patience1_rebounddelta0.2_rpat2,1e-5,4,2,10,3.5,1,0.25,,,2.2,0.2,50,10.0,79.5208,0.01430154804770646,0.6070370359513722,0.8698107331991196,0.16722378753546452,0.30792236328125,0.4509568037120208,0.5381985824297462,-69.52141056533573,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.2_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr2e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge1.8_warm2_patience1_rebounddelta0.2_rpat2,2e-5,4,2,10,3.5,1,0.25,,,1.8,0.2,50,10.0,65.5959,0.16497269950224194,0.6057675760991683,0.7996005609631538,0.10539835611100763,0.139141845703125,0.38125984178822236,0.6140122062131063,5.163727958657185,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr2e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge1.8_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr2e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.0_warm2_patience1_rebounddelta0.2_rpat2,2e-5,4,2,10,3.5,1,0.25,,,2.0,0.2,50,10.0,66.456,0.16497269950224194,0.5979510378488047,0.7961200967431068,0.09561991695756847,0.152410888671875,0.3863215389436213,0.6115409424122484,5.163727958657208,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr2e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.0_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr2e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.2_warm2_patience1_rebounddelta0.2_rpat2,2e-5,4,2,10,3.5,1,0.25,,,2.2,0.2,50,10.0,66.9051,0.16497269950224194,0.6058365283721114,0.7888921990990638,0.10116044211071917,0.14422607421875,0.3713665854762316,0.617007649507135,9.697732995526923,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr2e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.2_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge1.8_warm2_patience1_rebounddelta0.2_rpat2,5e-5,4,2,10,3.5,1,0.25,,,1.8,0.2,50,10.0,60.6293,0.404587405685253,0.5922056799069575,0.3587196001317352,0.038940703159103404,0.018103305355180056,0.11912381553569414,0.5877205990322394,100.37783373292135,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge1.8_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.0_warm2_patience1_rebounddelta0.2_rpat2,5e-5,4,2,10,3.5,1,0.25,,,2.0,0.2,50,10.0,64.7969,0.5786001416508443,0.5940521823357121,0.3741840382106602,0.043835058951065584,0.018718360271304847,0.10564012931569744,0.5992293727713124,100.62972290163634,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.0_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,absolute_nll_gain,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.2_warm2_patience1_rebounddelta0.2_rpat2,5e-5,4,2,10,3.5,1,0.25,,,2.2,0.2,50,10.0,62.1083,0.404587405685253,0.5865198738340309,0.3685747834853828,0.04071774615955066,0.014417613053228705,0.10681097853816827,0.6022315914011747,101.00755665470882,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_normnll_gain_ge2.2_warm2_patience1_rebounddelta0.2_rpat2/eval/TOFU_SUMMARY.json
forget01,Llama-2-7b-chat-hf,SimNPO,baseline,lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10,1e-5,4,2,10,3.5,1,0.25,,,,,50,10.0,62.2074,0.003018184077228396,0.6157703710856963,0.8470677196979522,0.15995431467055216,0.222589111328125,0.43048908266237706,0.5267733223594042,-50.75566749606936,/unlearning/experment_data/checkpoints/tofu/forget01/Llama-2-7b-chat-hf/SimNPO/lr1e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10/eval/TOFU_SUMMARY.json
