split,model,method,variant,run,lr,batch_size,gradient_accumulation,epochs,beta,delta,gamma,moving_average_window,stop_ratio_threshold,gain_threshold,rebound_ratio_threshold,global_step,final_train_epoch,train_runtime_seconds,forget_quality,model_utility,exact_memorization,extraction_strength,forget_Q_A_Prob,forget_Q_A_ROUGE,forget_truth_ratio,privleak,summary_path
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr2e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.1_rebound0.1_fullretain_fixed_forget_denom,2e-5,8,2,10,3.5,1,0.25,2,0.1,,0.1,120,9.24,198.6731,1.8266119303942767e-05,0.6310709193650909,0.8038722068071366,0.13305809863058424,0.0867462158203125,0.36378524140272817,0.5743011729878895,7.553568674648738,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr2e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.1_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr2e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.20_rebound0.1_fullretain_fixed_forget_denom,2e-5,8,2,10,3.5,1,0.25,2,0.20,,0.1,120,9.24,194.5825,6.734842895808746e-06,0.630557843745091,0.8053122988343239,0.13019772969114907,0.09000396728515625,0.3617187844511415,0.5720885135809823,5.295205795391502,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr2e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.20_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.15_rebound0.1_fullretain_fixed_forget_denom,5e-5,4,2,10,3.5,1,0.25,2,0.15,,0.1,250,10.0,281.6722,0.0014264303851701861,0.6172764571330358,0.523437294960022,0.05197077996361262,0.018054484743624925,0.1943228659182967,0.6426896640069282,53.769076606479246,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.15_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.1_rebound0.1_fullretain_fixed_forget_denom,5e-5,4,2,10,3.5,1,0.25,2,0.1,,0.1,250,10.0,280.1681,0.004304993380033157,0.6144995732111727,0.5200144093483686,0.05200174328519964,0.017040310259908438,0.19244876443677505,0.6359673669049305,53.911669484521084,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.1_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.20_rebound0.1_fullretain_fixed_forget_denom,5e-5,4,2,10,3.5,1,0.25,2,0.20,,0.1,250,10.0,288.2017,0.0030098470801667434,0.6172152611591218,0.5242470553517342,0.05279690591865794,0.018081165868788957,0.19209375054105643,0.6384758895964389,53.79219977589143,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.20_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.15_rebound0.1_fullretain_fixed_forget_denom,5e-5,8,2,10,3.5,1,0.25,2,0.15,,0.1,120,9.24,188.8328,0.6284308022715471,0.5997529876292268,0.6144137997925282,0.06593628314500029,0.028686240315437317,0.23241928411309717,0.6205883506379396,52.97903498489608,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.15_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.15_rebound0.1_marginalrecovery_fullretain_fixed_forget_denom_best2,5e-5,8,2,10,3.5,1,0.25,2,0.15,,0.1,120,9.24,187.0935,0.6284308022715471,0.6002668922880122,0.613890136256814,0.06816752978438413,0.030025105476379394,0.23377799602164084,0.621835190187125,52.185139501744224,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.15_rebound0.1_marginalrecovery_fullretain_fixed_forget_denom_best2/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.1_rebound0.1_fullretain_fixed_forget_denom,5e-5,8,2,10,3.5,1,0.25,2,0.1,,0.1,120,9.24,184.2863,0.5452713464323318,0.6002605993658456,0.6128077532351017,0.06626437966916425,0.028524899482727052,0.22890855370376775,0.618747375434404,53.00986587744566,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.1_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOMarginalRatio,marginal_ratio_fullretain,lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.20_rebound0.1_fullretain_fixed_forget_denom,5e-5,8,2,10,3.5,1,0.25,2,0.20,,0.1,120,9.24,183.7865,0.5452713464323318,0.5993524320261523,0.6133207116276026,0.06756223568453558,0.028620235919952393,0.2278733229058659,0.6196546105468234,52.975181123327374,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOMarginalRatio/lr5e-5_b8_ga2_beta3.5_delta1_gamma0.25_e10_marginalratio_ma2_stop0.20_rebound0.1_fullretain_fixed_forget_denom/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,second_difference,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_irreversible_d2absmean3_tau0.05,5e-5,4,2,10,3.5,1,0.25,,,,,250,10.0,285.4029,0.0020827633834865906,0.6134504791575526,0.5582805371284485,0.05091040312424999,0.019651302099227906,0.2311121110130182,0.6666809940419232,53.81532294530362,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_irreversible_d2absmean3_tau0.05/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,second_difference,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_irreversible_d2absmean3_tau0.1,5e-5,4,2,10,3.5,1,0.25,,,,,246,10.0,278.6845,0.0014264303851701861,0.611698992261224,0.5611866965889931,0.050788220735477854,0.019553412199020386,0.22128470573341502,0.6653926366240367,53.81146908373492,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_irreversible_d2absmean3_tau0.1/eval/TOFU_SUMMARY.json
forget05,Llama-2-7b-chat-hf,SampleEarlyStopSimNPOIrreversible,second_difference,lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_irreversible_d2absmean3_tau0.15,5e-5,4,2,10,3.5,1,0.25,,,,,240,10.0,273.6737,0.0020827633834865906,0.6133898221085574,0.559895532131195,0.05061600199418017,0.019491988718509674,0.23459884097416933,0.6622213501048414,53.83844611471581,/unlearning/experment_data/checkpoints/tofu/forget05/Llama-2-7b-chat-hf/SampleEarlyStopSimNPOIrreversible/lr5e-5_b4_ga2_beta3.5_delta1_gamma0.25_e10_ies_simnpo_irreversible_d2absmean3_tau0.15/eval/TOFU_SUMMARY.json
